homepage,ip,address,ip_range,provider,lat,lon
http://nmrda.kr-admin.gov.ua,195.62.15.59,"Shevchenko st. 10, Kirovograd, 25006, Ukraine","['195.62.14.0', '195.62.15.255']",SHTORM-NET,48.51,32.27
http://norway.mfa.gov.ua,104.18.14.64,101 Townsend Street San Francisco CA 94107 United States,"['104.16.0.0', '104.31.255.255']",CLOUDFLARENET,37.78023,-122.39047
http://novagromada.gov.ua,91.205.16.69,"51-A Kharkovskoe shosse, Kiev, Ukraine","['91.205.16.0', '91.205.19.255']",DC-ADAM,50.45,30.52361
http://novapragarada.gov.ua,195.248.234.252,"21029, Ukraine, Vinnitsa Khmelnytske shose str 112-A","['195.248.234.0', '195.248.235.255']",BESTHOSTING-NET,44.9333,34.1
http://novmiskrada.gov.ua,185.13.5.56,"01032, Ukraine, Kiev bul. Tarasa Shevchenko 36b, office 15","['185.13.5.0', '185.13.5.255']",freehost-dc-2,50.441147,30.497696
http://novoarh.kr-admin.gov.ua,195.62.15.59,"Shevchenko st. 10, Kirovograd, 25006, Ukraine","['195.62.14.0', '195.62.15.255']",SHTORM-NET,48.51,32.27
http://nppop.gov.ua,185.68.16.118,"Hosting Ukraine LTD PO Box 65 04112, Kiev, Ukraine","['185.68.16.0', '185.68.16.255']",HUPROXY,50.466847,30.449383
http://nsanjary.adm-pl.gov.ua,91.219.220.38,"Solver Ltd 1100-letiya Poltavy, 2 Poltava, Ukraine","['91.219.220.0', '91.219.223.255']",SOLVERNET,49.5897,34.5508
http://nszu.gov.ua,104.18.20.30,101 Townsend Street San Francisco CA 94107 United States,"['104.16.0.0', '104.31.255.255']",CLOUDFLARENET,37.78023,-122.39047
http://nu-rada.gov.ua,91.206.31.40,"01032, Ukraine, Kiev bul. Tarasa Shevchenko 36b, office 15","['91.206.30.0', '91.206.31.255']",FREEHOST-UA-NET,50.441147,30.497696
